Time	Lead II
4.43	0.157707
4.44	0.152478
4.45	0.128631
4.46	0.0852952
4.47	0.040753
4.48	0.02262
4.49	0.00340835
4.5	-0.0115124
4.51	-0.0244716
4.52	-0.0429361
4.53	-0.0496188
4.54	-0.0447785
4.55	-0.0269674
4.56	-0.0197488
4.57	-0.0201723
4.58	-0.0148743
4.59	-0.0245332
4.6	-0.0225275
4.61	-0.020197
4.62	-0.0209091
4.63	-0.00998029
4.64	-0.00924342
4.65	-0.00815828
4.66	-0.0155175
4.67	-0.0237014
4.68	-0.0193475
4.69	-0.0242926
4.7	-0.0320115
4.71	-0.0422788
4.72	-0.0455192
4.73	-0.03089
4.74	-0.0385378
4.75	-0.0413785
4.76	-0.0426182
4.77	-0.0537637
4.78	-0.0526753
4.79	-0.0525502
4.8	-0.0351151
4.81	-0.0362242
4.82	-0.0565733
4.83	-0.0616538
4.84	-0.0651297
4.85	-0.0509863
4.86	-0.05094
4.87	-0.0608232
4.88	-0.0472671
4.89	-0.0525275
4.9	-0.0565349
4.91	-0.0535222
4.92	-0.0516174
4.93	-0.0475666
4.94	-0.0456615
4.95	-0.00859845
4.96	0.0238212
4.97	0.0309419
4.98	0.0457961
4.99	0.0417806
5	0.0328466
5.01	0.01265
5.02	-0.0284124
5.03	-0.0508207
5.04	-0.0685604
5.05	-0.0754359
5.06	-0.0833161
5.07	-0.0930202
5.08	0.0531334
5.09	0.413771
5.1	0.642801
5.11	0.468702
5.12	0.180165
5.13	0.0168593
5.14	-0.0500937
5.15	-0.057899
5.16	-0.0547592
5.17	-0.0563394
5.18	-0.0626659
5.19	-0.0867825
5.2	-0.077073
5.21	-0.0544355
5.22	-0.0512399
5.23	-0.034664
5.24	-0.0376786
5.25	-0.0435994
5.26	-0.0451355
5.27	-0.0352346
5.28	-0.0193428
5.29	-0.0128425
5.3	0.0112199
5.31	0.0221373
5.32	0.0249951
5.33	0.0378102
5.34	0.0489633
5.35	0.0871783
5.36	0.121115
5.37	0.144904
5.38	0.177689
5.39	0.17404
5.4	0.126422
5.41	0.0737777
5.42	0.0384616
5.43	0.0200086
5.44	9.25238e-05
5.45	-0.0134268
5.46	-0.0152144
5.47	-0.0274285
5.48	-0.0378813
5.49	-0.0462271
5.5	-0.0420836
5.51	-0.0475567
5.52	-0.0416521
5.53	-0.0338741
5.54	-0.0484549
5.55	-0.0387717
5.56	-0.0249463
5.57	-0.0269151
5.58	-0.0271458
5.59	-0.0380168
5.6	-0.0313709
5.61	-0.0413415
5.62	-0.0423497
5.63	-0.00928378
5.64	-0.00983849
5.65	-0.0256689
5.66	-0.0316714
5.67	-0.0366933
5.68	-0.0383296
5.69	-0.0494886
5.7	-0.0301013
5.71	-0.0299182
5.72	-0.0634844
5.73	-0.0703221
5.74	-0.0592255
5.75	-0.0455465
5.76	-0.049656
5.77	-0.0542315
5.78	-0.0403879
5.79	-0.0424085
5.8	-0.0363185
5.81	-0.0586328
5.82	-0.0738423
5.83	-0.0627232
5.84	-0.0610182
5.85	-0.0390614
5.86	-0.0385432
5.87	-0.0578253
5.88	-0.0690244
5.89	-0.0657344
5.9	-0.0422293
5.91	-0.0358025
5.92	-0.029198
5.93	-0.00549816
5.94	0.00411662
5.95	0.0336841
5.96	0.0518729
5.97	0.0443254
5.98	0.0298028
5.99	-0.00439327
6	-0.0389022
6.01	-0.0584893
6.02	-0.0691414
6.03	-0.0651731
6.04	-0.0821231
6.05	-0.106675
6.06	0.0211207
6.07	0.388026
6.08	0.637194
6.09	0.475284
6.1	0.187941
6.11	0.0194075
6.12	-0.0517664
6.13	-0.0737426
6.14	-0.0905504
6.15	-0.084519
6.16	-0.079135
6.17	-0.0790319
6.18	-0.0585605
6.19	-0.0549568
6.2	-0.0667061
6.21	-0.0683987
6.22	-0.0621225
6.23	-0.0472554
6.24	-0.0450317
6.25	-0.0433973
6.26	-0.034591
6.27	-0.0226772
6.28	-0.0106265
6.29	-0.0173953
6.3	0.00641107
6.31	0.0401127
6.32	0.0651923
6.33	0.0892113
6.34	0.10987
6.35	0.14357
6.36	0.161582
6.37	0.160127
6.38	0.141131
6.39	0.0945472
6.4	0.0515269
6.41	0.0152451
6.42	-0.0109366
6.43	-0.0262885
6.44	-0.0374875
6.45	-0.0296142
6.46	-0.0365761
6.47	-0.0497785
6.48	-0.0380749
6.49	-0.0356663
6.5	-0.0236835
6.51	-0.0246077
6.52	-0.0340105
6.53	-0.0329952
6.54	-0.0387545
6.55	-0.0331802
6.56	-0.0320164
6.57	-0.026619
6.58	-0.00769597
6.59	-0.0163834
6.6	-0.0300629
6.61	-0.0405275
6.62	-0.0374592
6.63	-0.0240095
6.64	-0.0365355
6.65	-0.0387153
6.66	-0.0235249
6.67	-0.0287047
6.68	-0.0462665
6.69	-0.0600066
6.7	-0.0438927
6.71	-0.0431751
6.72	-0.0502757
6.73	-0.043865
6.74	-0.0420454
6.75	-0.0192616
6.76	-0.0211358
6.77	-0.0398898
6.78	-0.0396852
6.79	-0.042621
6.8	-0.039647
6.81	-0.0382853
6.82	-0.0331495
6.83	-0.0309831
6.84	-0.03892
6.85	-0.0271855
6.86	-0.0209886
6.87	-0.0306243
6.88	-0.0265732
6.89	-0.0399606
6.9	-0.0517781
6.91	-0.0467794
6.92	-0.0167163
6.93	0.0351736
6.94	0.0576972
6.95	0.0698436
6.96	0.0559938
6.97	0.0347552
6.98	0.0307191
6.99	0.00335696
7	-0.0106943
7.01	-0.0284626
7.02	-0.0519582
7.03	-0.0631001
7.04	-0.100171
7.05	-0.100033
7.06	0.113018
7.07	0.520555
7.08	0.683268
7.09	0.440007
7.1	0.157719
7.11	0.000485285
7.12	-0.0617097
7.13	-0.0702938
7.14	-0.0626736
7.15	-0.0438734
7.16	-0.0359281
7.17	-0.0494853
7.18	-0.0586822
7.19	-0.0624762
7.2	-0.0517738
7.21	-0.0520679
7.22	-0.0459175
7.23	-0.0252899
7.24	-0.0270208
7.25	-0.026731
7.26	-0.0274339
7.27	-0.0156085
7.28	0.0154231
7.29	0.0279475
7.3	0.0378974
7.31	0.0482166
7.32	0.0635209
7.33	0.100222
7.34	0.12029
7.35	0.154693
7.36	0.172208
7.37	0.158931
7.38	0.146191
7.39	0.114161
7.4	0.0664437
7.41	0.01601
7.42	-0.0159698
7.43	-0.0283376
7.44	-0.0392314
7.45	-0.0275729
7.46	-0.024832
7.47	-0.0414384
7.48	-0.0468504
7.49	-0.0627499
7.5	-0.0625723
7.51	-0.0457423
7.52	-0.0297525
7.53	-0.0306556
7.54	-0.0520413
7.55	-0.0423591
7.56	-0.0334459
7.57	-0.0324793
7.58	-0.0240916
7.59	-0.0393381
7.6	-0.0374211
7.61	-0.0238452
7.62	-0.0294046
7.63	-0.0332487
7.64	-0.0423564
7.65	-0.0418285
7.66	-0.0334278
7.67	-0.0446067
7.68	-0.0468502
7.69	-0.0533223
7.7	-0.0471243
7.71	-0.0407137
7.72	-0.0433953
7.73	-0.0392973
7.74	-0.0433437
7.75	-0.049318
7.76	-0.0526453
7.77	-0.0517124
7.78	-0.0397853
7.79	-0.041463
7.8	-0.0533227
7.81	-0.0629045
7.82	-0.0567325
7.83	-0.0418745
7.84	-0.0505605
7.85	-0.0542415
7.86	-0.0488198
7.87	-0.0495919
7.88	-0.062677
7.89	-0.0737114
7.9	-0.0439722
7.91	-0.0166041
7.92	0.00137557
7.93	0.0286816
7.94	0.0329465
7.95	0.0432275
7.96	0.0354858
7.97	0.0173458
7.98	0.00803117
7.99	-0.03028
8	-0.0655071
8.01	-0.07488
8.02	-0.0818019
8.03	-0.0868207
8.04	-0.100437
8.05	0.0346005
8.06	0.391163
8.07	0.625802
8.08	0.483767
8.09	0.205892
8.1	0.0264837
8.11	-0.0495044
8.12	-0.0828588
8.13	-0.0812954
8.14	-0.0789093
8.15	-0.0709836
8.16	-0.0656142
8.17	-0.0630775
8.18	-0.0530565
8.19	-0.0569262
8.2	-0.051817
8.21	-0.0439787
8.22	-0.042944
8.23	-0.037854
8.24	-0.0440306
8.25	-0.0288549
8.26	-0.00793244
8.27	-0.00420652
8.28	0.00958892
8.29	0.00997969
8.3	0.0187005
8.31	0.044362
8.32	0.0716905
8.33	0.116398
8.34	0.151059
8.35	0.174967
8.36	0.173611
8.37	0.146025
8.38	0.109423
8.39	0.0628605
8.4	0.0238795
8.41	-0.00796715
8.42	-0.0190776
8.43	-0.0126145
8.44	-0.021344
8.45	-0.033031
8.46	-0.0415988
8.47	-0.0486889
8.48	-0.0468648
8.49	-0.045469
8.5	-0.0350626
8.51	-0.0296604
8.52	-0.0379736
8.53	-0.0344563
8.54	-0.029666
8.55	-0.0241891
8.56	-0.0195562
8.57	-0.0200901
8.58	-0.0185184
8.59	-0.0246761
8.6	-0.0301366
8.61	-0.0309307
8.62	-0.0350381
8.63	-0.0303858
8.64	-0.0391554
8.65	-0.0341414
8.66	-0.0299728
8.67	-0.0325446
8.68	-0.0268929
8.69	-0.0408542
8.7	-0.0453721
8.71	-0.0364852
8.72	-0.0363315
8.73	-0.0304422
8.74	-0.0416164
8.75	-0.0377766
