Time	Lead II
4.55	0.105797
4.56	-0.146473
4.57	-0.04412
4.58	0.0333353
4.59	-0.197472
4.6	0.107555
4.61	-0.138242
4.62	-0.0378857
4.63	0.0377457
4.64	-0.193278
4.65	0.108483
4.66	-0.136841
4.67	-0.0335007
4.68	0.0498488
4.69	-0.18302
4.7	0.118228
4.71	-0.131626
4.72	-0.0382044
4.73	0.043286
4.74	-0.18828
4.75	0.123825
4.76	-0.105625
4.77	0.000801742
4.78	0.0862375
4.79	-0.152817
4.8	0.139294
4.81	-0.114662
4.82	-0.0202719
4.83	0.0535068
4.84	-0.203656
4.85	0.0783766
4.86	-0.178273
4.87	-0.0870525
4.88	-0.024019
4.89	-0.235579
4.9	0.3103
4.91	0.466732
4.92	0.680048
4.93	0.527212
4.94	0.00566603
4.95	0.141668
4.96	-0.163547
4.97	-0.0802471
4.98	0.0100881
4.99	-0.229083
5	0.0700167
5.01	-0.167017
5.02	-0.0626948
5.03	0.0359139
5.04	-0.203413
5.05	0.0912675
5.06	-0.150658
5.07	-0.0519978
5.08	0.0495204
5.09	-0.183245
5.1	0.122294
5.11	-0.108741
5.12	-0.0032268
5.13	0.104221
5.14	-0.117574
5.15	0.213396
5.16	0.00576498
5.17	0.121343
5.18	0.238815
5.19	0.0117894
5.2	0.303726
5.21	0.0332606
5.22	0.0677218
5.23	0.115878
5.24	-0.156887
5.25	0.121948
5.26	-0.129472
5.27	-0.049863
5.28	0.0386418
5.29	-0.219641
5.3	0.0607504
5.31	-0.190996
5.32	-0.106905
5.33	-0.00097636
5.34	-0.241653
5.35	0.0640898
5.36	-0.158828
5.37	-0.0585092
5.38	0.0542971
5.39	-0.172302
5.4	0.139587
5.41	-0.0922569
5.42	0.00209104
5.43	0.114505
5.44	-0.126759
5.45	0.169488
5.46	-0.0664971
5.47	0.0170236
5.48	0.111328
5.49	-0.146565
5.5	0.147797
5.51	-0.0828307
5.52	0.002416
5.53	0.110477
5.54	-0.129325
5.55	0.164597
5.56	-0.0736232
5.57	0.00629431
5.58	0.111626
5.59	-0.133072
5.6	0.165792
5.61	-0.0692425
5.62	0.00337157
5.63	0.103319
5.64	-0.145824
5.65	0.147543
5.66	-0.0830197
5.67	-0.00798713
5.68	0.0788831
5.69	-0.182975
5.7	0.105611
5.71	-0.134481
5.72	-0.0623819
5.73	0.0371081
5.74	-0.207103
5.75	0.100966
5.76	-0.11332
5.77	-0.0109641
5.78	0.118832
5.79	-0.107605
5.8	0.199008
5.81	-0.0258723
5.82	0.057953
5.83	0.162133
5.84	-0.100884
5.85	0.176667
5.86	-0.061908
5.87	0.018885
5.88	0.131016
5.89	-0.137999
5.9	0.190664
5.91	0.218273
5.92	0.678438
5.93	0.865033
5.94	0.351778
5.95	0.3652
5.96	-0.0223184
5.97	-0.0173657
5.98	0.056308
5.99	-0.221916
6	0.0446912
6.01	-0.202609
6.02	-0.145002
6.03	-0.0445655
6.04	-0.295423
6.05	0.00133312
6.06	-0.221905
6.07	-0.149059
6.08	-0.0325954
6.09	-0.273928
6.1	0.0246635
6.11	-0.192841
6.12	-0.104534
6.13	0.0201556
6.14	-0.213418
6.15	0.107774
6.16	-0.0851507
6.17	0.0206682
6.18	0.156685
6.19	-0.0774921
6.2	0.237817
6.21	0.0249593
6.22	0.0827689
6.23	0.151281
6.24	-0.154603
6.25	0.103895
6.26	-0.146261
6.27	-0.0932556
6.28	0.0165013
6.29	-0.234801
6.3	0.0661024
6.31	-0.152587
6.32	-0.0769562
6.33	0.0429747
6.34	-0.197626
6.35	0.506232
6.36	0.246668
6.37	0.170076
6.38	0.0162121
6.39	-0.203763
6.4	0.0843821
6.41	-0.190581
6.42	-0.0320004
6.43	-0.0465375
6.44	-0.244507
6.45	0.0271972
6.46	-0.258925
6.47	-0.0924096
6.48	-0.0746283
6.49	-0.241027
6.5	0.0561069
6.51	-0.201129
6.52	-0.00669297
6.53	0.0207252
6.54	-0.154317
6.55	0.137161
6.56	-0.136243
6.57	0.0301733
6.58	0.0518375
6.59	-0.115127
6.6	0.166674
6.61	-0.131616
6.62	0.00777474
6.63	-0.000825189
6.64	-0.19538
6.65	0.0862208
6.66	-0.194672
6.67	-0.0222586
6.68	0.0109416
6.69	-0.148753
6.7	0.155197
6.71	-0.110829
6.72	0.0651872
6.73	0.0904308
6.74	-0.0787286
6.75	0.218815
6.76	-0.0550664
6.77	0.10126
6.78	0.117756
6.79	-0.0452519
6.8	0.260571
6.81	-0.00799316
6.82	0.160138
6.83	0.173739
6.84	-0.0314068
6.85	0.224527
6.86	-0.086071
6.87	0.0293581
6.88	0.0106075
6.89	-0.195357
6.9	0.0884087
6.91	-0.200938
6.92	-0.0488061
6.93	0.118794
6.94	0.307285
6.95	0.847987
6.96	0.428741
6.97	0.293179
6.98	0.104966
6.99	-0.174609
7	0.0882684
7.01	-0.19197
7.02	-0.0350277
7.03	-0.0138141
7.04	-0.202024
7.05	0.0805875
7.06	-0.204781
7.07	-0.0657596
7.08	-0.0744081
7.09	-0.298322
7.1	-0.025587
7.11	-0.307152
7.12	-0.162804
7.13	-0.153904
7.14	-0.358838
7.15	-0.0736689
7.16	-0.339838
7.17	-0.160782
7.18	-0.0991065
7.19	-0.242174
7.2	0.104556
7.21	-0.118053
7.22	0.0761609
7.23	0.12205
7.24	-0.071594
7.25	0.189415
7.26	-0.129931
7.27	-0.018306
7.28	-0.0201459
7.29	-0.232225
7.3	0.0449391
7.31	-0.231082
7.32	-0.0695804
7.33	-0.0264906
7.34	-0.206062
7.35	0.0917341
7.36	-0.174064
7.37	-0.00535182
7.38	0.0418926
7.39	-0.139143
7.4	0.163076
7.41	-0.0936605
7.42	0.0708079
7.43	0.108876
7.44	-0.0776951
7.45	0.221879
7.46	-0.0489567
7.47	0.0982213
7.48	0.124961
7.49	-0.0787544
7.5	0.20697
7.51	-0.0693117
7.52	0.0692656
7.53	0.0895889
7.54	-0.118994
7.55	0.156858
7.56	-0.129455
7.57	0.00703414
7.58	0.0288925
7.59	-0.179716
7.6	0.105628
7.61	-0.170986
7.62	-0.0320248
7.63	-0.00878517
7.64	-0.218054
7.65	0.069297
7.66	-0.190632
7.67	-0.0314953
7.68	0.0101852
7.69	-0.182067
7.7	0.125915
7.71	-0.118713
7.72	0.0533352
7.73	0.108765
7.74	-0.0813706
7.75	0.208623
7.76	-0.0638529
7.77	0.0754075
7.78	0.101957
7.79	-0.104297
7.8	0.194455
7.81	-0.0548691
7.82	0.104941
7.83	0.155058
7.84	-0.0412323
7.85	0.239596
7.86	-0.0463386
7.87	0.0800466
7.88	0.106824
7.89	-0.111585
7.9	0.155335
7.91	-0.131788
7.92	-0.0114879
7.93	-0.00140623
7.94	-0.236023
7.95	0.0999029
7.96	0.100467
7.97	0.613824
7.98	0.710236
7.99	0.244454
8	0.275291
8.01	-0.12537
8.02	-0.0297385
8.03	0.00126097
8.04	-0.207392
8.05	0.0800639
8.06	-0.182287
8.07	-0.0330145
8.08	0.0104662
8.09	-0.196452
8.1	0.100496
8.11	-0.154961
8.12	-0.00864205
8.13	0.0377915
8.14	-0.162963
8.15	0.132203
8.16	-0.122708
8.17	0.0362729
8.18	0.100439
8.19	-0.0873868
8.2	0.224388
8.21	-0.013765
8.22	0.156136
8.23	0.237002
8.24	0.059386
8.25	0.364579
8.26	0.106182
8.27	0.228267
8.28	0.232146
8.29	-0.0216785
8.3	0.229598
8.31	-0.0621353
8.32	0.0557639
8.33	0.0886818
8.34	-0.129237
8.35	0.16003
8.36	-0.0974804
8.37	0.0379676
8.38	0.0719154
8.39	-0.153156
8.4	0.133094
8.41	-0.123778
8.42	0.0114528
8.43	0.0604835
8.44	-0.139855
8.45	0.152208
8.46	-0.115533
8.47	0.0169498
8.48	0.0639526
8.49	-0.149132
8.5	0.136354
8.51	-0.131565
8.52	-0.00569107
8.53	0.0293687
8.54	-0.19445
8.55	0.0894284
8.56	-0.170179
8.57	-0.0351589
8.58	0.0164465
8.59	-0.186447
8.6	0.108146
8.61	-0.15621
8.62	-0.0291947
8.63	0.014037
8.64	-0.197825
8.65	0.094632
8.66	-0.174208
8.67	-0.0555786
8.68	-0.0188447
8.69	-0.235426
8.7	0.0605614
8.71	-0.195708
8.72	-0.0575261
8.73	0.00485203
8.74	-0.198607
8.75	0.0970579
8.76	-0.167482
8.77	-0.0428963
8.78	0.00592663
8.79	-0.216322
8.8	0.0743894
8.81	-0.18027
8.82	-0.0495936
8.83	0.00877879
8.84	-0.187291
8.85	0.129703
8.86	-0.109625
8.87	0.0334832
8.88	0.0915869
8.89	-0.130587
8.9	0.155241
8.91	-0.106374
8.92	0.0108912
8.93	0.0466282
8.94	-0.18557
8.95	0.0978184
8.96	-0.172598
8.97	-0.196363
8.98	-0.498562
8.99	-0.217704
9	0.65897
9.01	0.574703
9.02	0.556388
9.03	0.213071
9.04	-0.0695195
9.05	0.144692
9.06	-0.156442
9.07	0.0515227
9.08	-0.00249758
9.09	-0.122845
9.1	0.141476
9.11	-0.15443
9.12	0.0597637
9.13	0.0102591
9.14	-0.112629
9.15	0.153373
9.16	-0.139687
9.17	0.0653506
9.18	0.00782314
9.19	-0.127364
9.2	0.135446
9.21	-0.146504
9.22	0.072184
9.23	0.0279021
9.24	-0.0889893
9.25	0.192288
9.26	-0.0763596
9.27	0.160565
9.28	0.133481
9.29	0.00903104
9.3	0.261216
9.31	-0.0566259
9.32	0.119535
9.33	0.0372003
9.34	-0.122268
9.35	0.125893
9.36	-0.171861
9.37	0.0365928
9.38	-0.0186308
9.39	-0.162339
9.4	0.0949213
9.41	-0.200605
9.42	0.00180878
9.43	-0.0548258
9.44	-0.197474
9.45	0.0591791
9.46	-0.238572
9.47	-0.0363479
9.48	-0.0776156
9.49	-0.209333
9.5	0.0519646
9.51	-0.241991
9.52	-0.0378475
9.53	-0.0804414
9.54	-0.210971
9.55	0.0551859
9.56	-0.234228
9.57	-0.0258145
9.58	-0.0707356
9.59	-0.205498
9.6	0.0716202
9.61	-0.205612
9.62	0.0113872
9.63	-0.0249177
9.64	-0.159449
9.65	0.106767
9.66	-0.182092
9.67	0.026357
9.68	-0.0154872
9.69	-0.148722
9.7	0.120615
9.71	-0.169913
9.72	0.0339334
9.73	-0.00820699
9.74	-0.142877
9.75	0.121607
9.76	-0.170899
9.77	0.0357999
9.78	-0.00779355
9.79	-0.147676
9.8	0.117201
9.81	-0.17717
9.82	0.0229128
9.83	-0.0205037
9.84	-0.161459
9.85	0.105122
9.86	-0.169203
9.87	0.0587112
9.88	0.0345364
9.89	-0.100166
9.9	0.166008
9.91	-0.133602
9.92	0.0619254
9.93	0.0182463
9.94	-0.142256
9.95	0.0964514
9.96	-0.210978
9.97	-0.0127708
9.98	-0.0636543
9.99	-0.239782
10	0.0713214
10.01	0.0693723
10.02	0.66867
10.03	0.688746
10.04	0.279999
10.05	0.270176
10.06	-0.171226
10.07	-0.0209495
10.08	-0.0687599
10.09	-0.210805
10.1	0.0580618
10.11	-0.238842
10.12	-0.0418698
10.13	-0.0789283
10.14	-0.228837
10.15	0.043946
10.16	-0.241953
10.17	-0.0398517
10.18	-0.0696823
10.19	-0.208933
10.2	0.058763
10.21	-0.236536
10.22	-0.0329681
10.23	-0.0557196
10.24	-0.18534
10.25	0.0986904
10.26	-0.173591
10.27	0.0454454
10.28	0.0370226
10.29	-0.0812522
10.3	0.207058
10.31	-0.0737139
10.32	0.116604
10.33	0.059312
10.34	-0.118644
10.35	0.120382
10.36	-0.189771
10.37	8.72361e-05
10.38	-0.0300164
10.39	-0.172909
10.4	0.102351
10.41	-0.175925
10.42	0.0346251
10.43	0.0185496
10.44	-0.118181
10.45	0.159733
10.46	-0.122408
10.47	0.0708041
10.48	0.0369353
10.49	-0.11407
10.5	0.151504
10.51	-0.142849
10.52	0.0473649
10.53	0.0181907
10.54	-0.129134
10.55	0.148592
10.56	-0.131261
10.57	0.0711445
10.58	0.0441345
10.59	-0.112236
10.6	0.154715
10.61	-0.132868
10.62	0.062139
10.63	0.0388973
10.64	-0.112273
10.65	0.161235
10.66	-0.118759
10.67	0.083555
10.68	0.0672268
10.69	-0.0699885
10.7	0.216282
10.71	-0.0529423
10.72	0.157167
10.73	0.143416
10.74	-0.00178363
10.75	0.282579
10.76	0.00941843
10.77	0.211908
10.78	0.201065
10.79	0.0578909
10.8	0.334208
10.81	0.0543605
10.82	0.242031
10.83	0.208081
10.84	0.0475248
10.85	0.318299
10.86	0.0347101
10.87	0.227653
10.88	0.207989
10.89	0.0576385
10.9	0.32949
10.91	0.0284675
10.92	0.193834
10.93	0.14795
10.94	-0.0366735
10.95	0.199005
10.96	-0.114454
10.97	0.0639483
10.98	0.0416361
10.99	-0.135138
11	0.12082
11.01	-0.0223599
11.02	0.550434
11.03	0.802622
11.04	0.504267
11.05	0.457047
11.06	-0.0608777
11.07	0.0221278
11.08	-0.0372571
11.09	-0.213852
11.1	0.0482728
11.11	-0.240364
11.12	-0.0523346
11.13	-0.0673188
11.14	-0.219317
11.15	0.0603901
11.16	-0.22653
11.17	-0.0451645
11.18	-0.0678732
11.19	-0.245569
11.2	0.00143751
11.21	-0.310573
11.22	-0.141661
11.23	-0.1594
11.24	-0.313714
11.25	-0.0308068
11.26	-0.305073
11.27	-0.101508
11.28	-0.0828136
11.29	-0.202946
11.3	0.113151
11.31	-0.126962
11.32	0.0938774
11.33	0.102371
11.34	-0.0521134
11.35	0.222419
11.36	-0.0600417
11.37	0.126983
11.38	0.131354
11.39	-0.000270043
11.4	0.298925
11.41	0.0381886
11.42	0.238109
11.43	0.234299
11.44	0.0791087
11.45	0.352128
11.46	0.0531035
11.47	0.204825
11.48	0.157349
11.49	-0.0369177
11.5	0.212891
11.51	-0.084397
11.52	0.0976942
11.53	0.102414
11.54	-0.0478415
11.55	0.235286
11.56	-0.0453316
11.57	0.126686
11.58	0.103549
11.59	-0.0701693
11.6	0.197119
11.61	-0.0895096
11.62	0.0920108
11.63	0.0857761
11.64	-0.0752707
11.65	0.301087
11.66	-0.264222
11.67	-0.109914
11.68	-0.107101
11.69	-0.0695671
11.7	0.17424
11.71	-0.132265
11.72	0.108689
11.73	-0.00823041
11.74	-0.0726276
11.75	0.148194
11.76	-0.146299
11.77	0.0954659
11.78	-0.0270794
11.79	-0.0994883
11.8	0.110553
11.81	-0.206211
11.82	0.0168055
11.83	-0.115563
11.84	-0.193555
11.85	0.0280039
11.86	-0.255988
11.87	0.0149489
11.88	-0.0755973
11.89	-0.129895
11.9	0.103367
11.91	-0.198144
11.92	0.0251319
11.93	-0.1188
11.94	-0.21784
11.95	-0.013518
11.96	-0.312658
11.97	-0.0545404
11.98	-0.151362
11.99	-0.241878
12	-0.0304651
12.01	-0.150423
12.02	0.448237
12.03	0.456812
12.04	0.136209
12.05	0.0427594
12.06	-0.440197
12.07	-0.256459
12.08	-0.367986
12.09	-0.414662
12.1	-0.150592
12.11	-0.402556
12.12	-0.122142
12.13	-0.210083
12.14	-0.26913
12.15	-0.0319142
12.16	-0.317045
12.17	-0.055117
12.18	-0.141138
12.19	-0.189356
12.2	0.072087
12.21	-0.189989
12.22	0.0858986
12.23	0.00814319
12.24	-0.0431764
12.25	0.212357
12.26	-0.0540352
12.27	0.22182
12.28	0.147326
12.29	0.104385
12.3	0.370983
12.31	0.103187
12.32	0.358234
12.33	0.247996
12.34	0.155221
12.35	0.366072
12.36	0.0526544
12.37	0.280428
12.38	0.16158
12.39	0.0656983
12.4	0.278607
12.41	-0.0151851
12.42	0.238747
12.43	0.143637
12.44	0.0613595
12.45	0.282829
12.46	-0.0237593
12.47	0.207032
12.48	0.0932005
12.49	-0.0018183
12.5	0.215498
12.51	-0.095019
12.52	0.127759
12.53	0.00970508
12.54	-0.0898834
12.55	0.129469
12.56	-0.175666
12.57	0.0507257
12.58	-0.073676
12.59	-0.187053
12.6	0.0261906
12.61	-0.281987
12.62	-0.0525354
12.63	-0.162867
12.64	-0.263651
12.65	-0.0464953
12.66	-0.350709
12.67	-0.105335
12.68	-0.198409
12.69	-0.283472
12.7	-0.0492001
12.71	-0.352646
12.72	-0.125303
12.73	-0.231913
12.74	-0.32084
12.75	-0.0856218
12.76	-0.380666
12.77	-0.133761
12.78	-0.21658
12.79	-0.292254
12.8	-0.0510737
12.81	-0.350877
12.82	-0.118285
12.83	-0.227413
12.84	-0.329094
12.85	-0.0875811
12.86	-0.372817
12.87	-0.119496
12.88	-0.192095
12.89	-0.258341
12.9	-0.0105663
12.91	-0.313212
12.92	-0.0918684
12.93	-0.204271
12.94	-0.304709
12.95	-0.0648118
12.96	-0.352632
12.97	-0.121561
12.98	-0.182997
12.99	-0.0275981
13	0.636399
13.01	0.514008
13.02	0.566223
13.03	0.221718
13.04	-0.0204182
13.05	0.163782
13.06	-0.149025
13.07	0.0901184
13.08	0.0181887
13.09	-0.057691
13.1	0.20322
13.11	-0.0721291
13.12	0.18306
13.13	0.108065
13.14	0.024248
13.15	0.279139
13.16	-0.0137513
13.17	0.216391
13.18	0.11512
13.19	-0.00154031
13.2	0.205326
13.21	-0.140486
13.22	0.0471654
13.23	-0.0705466
13.24	-0.158207
13.25	0.14421
13.26	-0.0736783
13.27	0.233084
13.28	0.207785
13.29	0.154865
13.3	0.421999
13.31	0.131596
13.32	0.362449
13.33	0.26903
13.34	0.157825
13.35	0.38842
13.36	0.0848346
13.37	0.317612
13.38	0.238349
13.39	0.146278
13.4	0.393419
13.41	0.0923562
13.42	0.315587
13.43	0.217592
13.44	0.101124
13.45	0.33474
13.46	0.0285941
13.47	0.248922
13.48	0.15408
13.49	0.0432883
13.5	0.275517
13.51	-0.0518782
13.52	0.147104
13.53	0.0408824
13.54	-0.0860259
13.55	0.142171
13.56	-0.170029
13.57	0.0437037
13.58	-0.0600748
13.59	-0.193473
13.6	0.0200384
13.61	-0.305206
13.62	-0.0965739
13.63	-0.190924
13.64	-0.300994
13.65	-0.0526136
13.66	-0.344278
13.67	-0.108058
13.68	-0.181426
13.69	-0.27514
13.7	-0.00571596
13.71	-0.277767
13.72	-0.0297434
13.73	-0.0990813
13.74	-0.202854
13.75	0.0406197
13.76	-0.254736
13.77	-0.020306
13.78	-0.100755
13.79	-0.213051
13.8	0.0325928
13.81	-0.25684
13.82	-0.0089917
13.83	-0.069698
13.84	-0.161301
13.85	0.0975414
13.86	-0.204039
13.87	0.0185412
13.88	-0.0700725
13.89	-0.193485
13.9	0.0392398
13.91	-0.2762
13.92	-0.0543426
13.93	-0.130482
13.94	-0.257829
13.95	0.0157088
13.96	-0.0612644
13.97	0.53035
13.98	0.571396
13.99	0.252771
14	0.25602
14.01	-0.185993
14.02	-0.0099309
14.03	-0.0867029
14.04	-0.1906
14.05	0.0702716
14.06	-0.215225
14.07	0.0217468
14.08	-0.0372532
14.09	-0.140255
14.1	0.119357
14.11	-0.170236
14.12	0.0681881
14.13	0.0086443
14.14	-0.0996281
14.15	0.158414
14.16	-0.124557
14.17	0.122773
14.18	0.0714141
14.19	-0.0305596
14.2	0.235625
14.21	-0.0407173
14.22	0.212882
14.23	0.171368
14.24	0.0799986
14.25	0.357554
14.26	0.0741223
14.27	0.296768
14.28	0.207274
14.29	0.0520862
14.3	0.258125
14.31	-0.0827342
14.32	0.110874
14.33	0.027879
14.34	-0.377748
14.35	-0.43848
14.36	-0.484415
14.37	0.0349478
14.38	-0.0564534
14.39	-0.0646512
14.4	0.109873
14.41	-0.173912
14.42	0.106435
14.43	-0.068624
14.44	-0.0861428
14.45	0.0860616
14.46	-0.209891
14.47	0.0554786
14.48	-0.123044
14.49	-0.136298
14.5	0.0431305
14.51	-0.249322
14.52	0.0299766
14.53	-0.132805
14.54	-0.140988
14.55	0.0371509
14.56	-0.255189
14.57	0.020439
14.58	-0.145108
14.59	-0.153945
14.6	0.0314081
14.61	-0.255773
14.62	0.016828
14.63	-0.153716
14.64	-0.164664
14.65	0.0234597
14.66	-0.266979
14.67	0.00188358
14.68	-0.167952
14.69	-0.182379
14.7	0.00107699
14.71	-0.288991
14.72	-0.0178596
14.73	-0.193678
14.74	-0.220287
14.75	-0.040778
14.76	-0.325183
14.77	-0.0296362
14.78	-0.164712
14.79	-0.161883
14.8	0.0275954
14.81	-0.260655
14.82	0.0123435
14.83	-0.157309
14.84	-0.19005
14.85	-0.0232571
14.86	-0.320976
14.87	-0.0425206
14.88	-0.196549
14.89	-0.214439
14.9	-0.00963265
